,Astrocyte,Microglia-PVM,L2/3 IT,Oligodendrocyte,Chandelier,Endothelial,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5 Lhx6,OPC,Pax6,Pvalb,Sncg,Sst,Sst Chodl,VLMC,Vip
89,CSF2RA,BTG2,CIITA,PLPPR1,COL5A3,SAMD9L,ABCC4,TPRG1,TMEM144,DOCK1,SRGAP2,LOC107985126,LOC105377862,CP,LOC101927026,SAT1,FA2H,FAM222A-AS1,KCNIP1,SLC1A2,PARD3,C8orf34,KCNH8,BACH1
90,PLD5,LINC02232,L3MBTL4,FREM2,CIITA,DPYD-AS1,LINC01482,DBNDD2,GASK1B-AS1,AASS,CYTH4,DOCK2,GRIN3A,USP53,MT3,ZBTB20-AS5,HTR2C,TACR1,HAPLN2,HILPDA,TMEM132C,TENT5A,SLCO1A2,KCNMB1
91,HES1,ATP8B4,BMP2K,IPO9-AS1,TGFB1,HLA-B,SLC16A1,MIR3681HG,ADAM28,HGF,NEDD9,ENO4,LINC00299,KMO,ITM2A,LINC02694,CST3,SLC27A6,BEST3,SLAIN1,CP,GRAP2,ABCC4,ARHGEF26
92,CHST9,LINC01375,BMPR1B,LOC101927026,RBPMS,PGM5,ROBO2,DDR2,TACR1,ATP8B4,IL4R,SEMA6A-AS1,CPVL,PLPP4,LOC105369147,HDAC2-AS2,SLC27A6,MCAM,DISC1,PACRG-AS3,FAM222A-AS1,NKAIN3,TLR4,CBR1
93,NR2F2-AS1,SAMD9L,LOC107985126,LAMA2,ENOX2,PRELID2,PCED1B,MT1X,ACSS3,SLC16A1,CBR1,LOC105371366,CRYBG3,HIF1A-AS3,HIF1A-AS3,SHISA8,TAC1,LPAR6,TTN,SIGLEC1,PRKCQ,CTSZ,MYO16,PACRG-AS3
94,MT1X,NCKAP5,KIF6,FAM222A-AS1,KANK1,HLA-A,ANKRD37,HS3ST5,RASGEF1B,FPR3,LINC02694,TACR1,RNASET2,PLSCR1,ACSS3,LINC02930,TRPC3,CPB2,ERBIN,PCSK5,TFRC,MT3,CD38,CHRM5
95,CEMIP,PARD3B,ELMO1,LINC02072,MARCKSL1,GLDN,USP53,TFRC,PDE7B-AS1,TFRC,TRAF3IP3,SLC7A11,PLEKHA7,COL9A1,ADM,NDUFA4L2,ZFHX3,LAMP2,MT3,VIP,NDUFA4L2,RNASET2,CYTL1,FPR3
96,LINC00278,VRK2,ACSS3,ENO4,PITPNC1,DPP10,HAPLN2,PDE1C,SAT1,RIN3,SPON1,ARHGAP15,TRPC3,ITGA1,TTN,LOC105371366,FAM114A1,LINC01411,GNB4,SGCZ,STARD13-AS,NPSR1-AS1,SHROOM4,RGS16
97,SPON1,SLFN12,HAPLN2,PTN,CP,GIMAP7,PAICS,LINC00326,CP,LOC105373335,A2M,SCHLAP1,TACR1,DDR2,CA2,LURAP1L-AS1,FOXP2,CP,LOC105378311,LOC101927026,PCDH11Y,FRMD4B,ENTREP1,TFRC
98,MUSK,LINC02649,RASGRP3,FGFR2,BEST3,CYP27A1,TRPC3,LINC01877,AGBL1,CEMIP,EYS,L3MBTL4,LOC613266,ASPA,CPQ,A2M,MGAM,BMP7,CTXND1,LINC00276,IER3,COL6A3,TRG-AS1,PDE4B
99,CBR1,NLRP1,SLC16A1,DOCK2,LINC02649,ISM1,CBR1,KCNIP1,TRPM3,PLEKHH1,LINC01060,FPR3,FAM20A,VCAN,EYA4,AASS,BMP2K,MGST1,TFRC,CHRM5,CMTM7,STK32B,TMEM163,SST
100,ADAMTS9,PLPP3,TFRC,HS3ST5,CEBPD,SPHKAP,CP,SRGAP2,HAPLN2,NCKAP5,EYA4,PDE7B-AS1,ARHGEF26,LINC02694,SHISA8,SLC16A1,LINC00299,PRUNE2,LINC01877,DISC1FP1,PLCH1,SLC16A9,LOC101927560,PLEKHA7
101,HIF1A-AS3,OTULINL,LMCD1-AS1,SH3TC2-DT,LINC03048,CFTR,DPP10-AS3,USP6NL,ABCC9,LINC01179,LRP4-AS1,CPB2,PARP4,CALCRL,DLEU1,CMTM8,PMP22,TRIM59,GAD2,MKRN3,ZBTB20-AS5,ACSL1,ZNF804A,HLA-C
102,PPP1R3C,CECR2,LOC100506474,LOC102724768,CACNG5,CFH,MT3,LINC01060,ZNF98,LINC01060,DBNDD2,AGBL1,PLA2G4A,PALD1,RASGRP3,BCAN,NKAIN3,THSD7B,PRKCH,CFAP418-AS1,LOC105373335,HS3ST5,SLA,C8orf34
103,PTCHD4,ITGA6,MIR4300HG,RIPOR3,PLEKHG3,HMCN1,LOC105373335,LINC02008,NPSR1-AS1,XRCC4,RIN3,RERG,BHLHE41,SRGAP2,QDPR,LINC01374,LOC105370315,LPCAT2,SVIL,HLA-DRB1,HTR2C,LOC101929626,ROR1,EMC10
104,SLC35F4,B3GNT5,HHATL,LOC101928651,RNASET2,FGF13,CHRM5,PTCHD4,ADAM12,SLC7A14-AS1,PMP22,NTN1,CABLES1,NPAS3,GLIS3,TAC1,PLPP3,HAPLN2,LINC01931,ADAM33,RIN2,FBN2,PLCH1,PRKCH
105,HEY2-AS1,CLIC4,A2M,STARD13-AS,SPI1,MYO1F,LOC100506474,PLD1,DLC1,LINC01748,LOC107985126,SRGAP2,GNB4,DHRS9,SEMA6A-AS1,PRKCH,PTN,RBPMS,SAMD4A,DOCK10,VWA1,EDNRA,COL9A1,CLDND1
106,SULF1,LOC124903183,TRAF3IP3,CNDP1,MIR325HG,HS3ST4,ETS1,HAPLN2,PDE8A,RIN2,SULF2,SAMD4A,SLC7A14-AS1,DENND3,KCNQ1,EMC10,KLHL1,DDR2,ZBTB20-AS5,PALM2AKAP2,DAAM2,NEK3,PLA2G4A,CBLN2
107,ACSS1,EPAS1,PAICS,ITM2A,SSPN,SLC16A9,RIN3,ALK,SGCZ,RASGRP3,COL25A1,HES1,CP,BTNL9,LINC02649,PDE1C,FBN2,LINC01090,MIR325HG,FBN2,FAM149A,RFX4,LOC124901612,LINC01090
108,HES5,H2BC18,SELE,LINC02649,POLR2F,PLD4,CREB5,ABI3,LOC105378311,PDE8A,LUZP2,TFRC,LOC105373335,LURAP1L-AS1,THSD7A,ELMO1-AS1,PDGFRA,SOX10,LAMA2,LINC02882,ADAMTSL1,SRGAP1,GJA5,LHFPL3-AS1
109,TENT5A,DLC1,MIR646HG,SST,DOCK10,ALDH1A1,BCAN,NEDD9,LNC-LBCS,LINC01877,ARHGAP15,PCA3,POSTN,LINC00299,COL25A1,VAV3,PLEKHG3,RASGEF1B,TMEM132C,TGFB1,TMCC3,ADM,SUCLG2,FGF1
110,ELMO1,CD69,FAM20A,PWRN1,SERPINB9,EPSTI1,CD163L1,CLDND1,TRAF3IP3,MARCKSL1,SFMBT2,SLC16A1,MBNL3,CLDND1,LINC02930,KCNIP1,DOCK2,SGCZ,BCHE,NDUFA4L2,PCSK6,IL1RN,MT3,CFAP418-AS1
111,P2RY12,F13A1,ST6GAL1,MUSK,LINC01374,LINC02263,PDE4B,GPR183,TMEM163,PAMR1,GPR37,RASGRP3,LOC107985126,EYS,MYO5B,HIF1A-AS3,CNTN2,ABCA2,A2M,RIN3,MIR325HG,HCST,IGFBP7,PNOC
112,CPB2,CCL2,NTN1,SLC16A1,LINC01411,SHOC1,ATP8B4,CBR1,ZFHX3,ENG,LINC01505,ARHGEF26,TGFBR1,LINC00499,LINC01060,CIITA,LOC105369147,ATP8B4,MARCKSL1,PLP1,NOTCH2,RAMP2,MYCT1,LINC03048
113,ENO4,CA8,ARHGEF26,DOCK10,LINC02328,CP,MARCHF3,PTPRZ1,CPQ,LOC105370315,FGF13,SVEP1,PPFIBP2,ANKRD37,ANKRD37,GPR34,LINC01036,PAX6-AS1,ALK,LAMP2,GALNT15,SIGLEC7,WIF1,EDNRA
114,LINC01877,ADGRG6,UST,LOC105375483,LINC01877,DLC1,ADAM12,ARHGAP31,FPR3,CPB2,GNA14-AS1,TRAF3IP3,SLCO2B1,SUCLG2,ANOS1,IL1RAPL2,HYCC1,TYMP,KCNQ1,B2M,ADAM12,FN1,IL1B,GRIK1
115,KLHL1,NEK3,MAN2A1,SEMA6A-AS1,PLEKHH1,CDH23,LMCD1-AS1,MT3,RIN3,THBS2,KCNQ1,ADAM28,TMEM123,RASGRP3,CFAP418-AS1,KCNQ1,IFI44,BTG2,LOC105369147,CFAP47,MYO10,DENND3,S100B,FAM149A
116,SLC16A9,TMEM163,CP,EYS,NEDD9,MAF,QDPR,LINC00276,LINC01090,NKAIN3,MAN2A1,KCNQ1,L3MBTL4,FPR3,MKRN3,TENT5A,TIMP3,NXPH2,CD163L1,HDAC2-AS2,MBP,HBA2,PCDH9-AS2,SLC25A13
117,FBN2,STX11,LINC02649,CAPN3,SLC24A3,LAMA4,TRAF3IP3,C5orf64,MIR3667HG,NTN1,CP,GPR183,SPON1,TGFB1,GRIN3A,ATP8B4,ADAMTS17,IFI44,PARD3,NDST4,RIN3,IL18,TINAGL1,PROX1-AS1
118,COL25A1,COLEC12,NDRG1,TMIGD3,HAPLN2,SST,HLA-C,SSPN,CD163L1,SPI1,CPB2,BTG2,CHRM5,VCAN-AS1,LINC01876,CTSB,FGF13,EMC10,ELMO1-AS1,SAMD4A,SIGLEC1,PDZRN4,CD34,VCAN-AS1
119,COBLL1,CNP,EPAS1,DAAM2,F13A1,PLAAT3,ZBTB20-AS5,CPA6,SELE,MOBP,NCKAP1L,ALK,CEMIP,PLEKHA7,CHST9,ANKRD37,COL4A4,TLR5,TRAF3IP3,A2M,NEDD9,PREX2,S100A10,LRP4-AS1
120,EMP2,LOC105376244,FGF1,SLC31A2,FAM114A1,SKAP1,MGST1,STARD13-AS,SOX10,FAM149A,ALK,ABCC9,CPQ,CHI3L1,IL1RAPL2,TFRC,LINC00472,EYA4,DISC1FP1,KIT,EYS,FGF1,IPCEF1,ATP10B
121,SGCZ,ADAP2,LAMA4,CDKN2B-AS1,AOAH,RCSD1,SP110,GRIK1,LOC101927745,LDB3,GALNT15,LOC105377862,LAMP2,IL17RA,GPR183,HAPLN2,CPB2,SVEP1,USP53,TMEM176B,FAM20A,POLR2F,CR1,COL9A1
122,SLC7A14-AS1,B2M,DBNDD2,LURAP1L-AS1,HLA-DPB1,SULF1,HES1,CPB2,MBNL3,LMCD1-AS1,KMO,EPAS1,NR2F2-AS1,IPCEF1,EMC10,HLA-C,NOSTRIN,DDX60L,SLC7A11,LCP1,SPON1,TP53TG5,FCGR2A,USP53
123,IFI44L,IFI44,SVEP1,SUCLG2,TFRC,SOX6,LINC00499,COL3A1,SP110,PALM2AKAP2,HBB,SLC39A11,S100A10,PCSK6,DBNDD2,MARCKSL1,GALNT15,SPHKAP,HILPDA,ATP10B,EPSTI1,MBNL3,BBOX1,CP
124,RERG,LINC01480,SPI1,TIMP3,ELOVL7,DPP10-AS3,STARD13-AS,SRGAP2B,HLA-C,ANKRD37,LOC105373335,ADCY7,FAM149A,KCNIP1,BMP7,CPQ,PROX1-AS1,TAC1,SLC16A1,ELOVL7,DPP10-AS3,LINC01374,CDC14A,TRAF3IP3
125,HHIP,EMID1,LOC105370315,ADAMTS1,ELMO1-AS1,CYSLTR1,CLDND1,ALPK1,PIP4K2A,LY86,LINC02899,LOC100506474,FPR3,GALNT15,LINC03048,RASGEF1C,SRPX2,CA2,EMC10,RASGRP3,KAT2B,ADAM12,AGA-DT,ADAM33
126,MGST1,PRKCQ,LINC01411,GREM1,EYA4,SCHLAP1,ELMO1-AS1,ANOS1,NTN1,SSPN,PITPNC1,LOC105374524,COL5A3,HLA-DMB,BMP2K,ISM1,C5orf64,PNOC,PAMR1,NXPH2,NXPH2,ANOS1,KCNMB1,CIITA
127,PRUNE2,ANGPT2,ELOVL7,PLPP3,RGS5,SPTLC3,SVIL,DHRS9,SPI1,TLR10,BCAN,DBNDD2,RERG,SULF2,SUCLG2,CEMIP,TENT5A,ISM1,TAGLN,TPD52L1,STK32B,LOC442497,PGM5,BEST3
128,GALNTL6,TTN,PCDH11Y,CNP,HPSE2,GPR17,RASGRP3,USP53,GPR183,HCLS1,LINC00499,EYA1,KCNQ1,ELMO1-AS1,FBXL7,IL13RA1,NR4A3,CPQ,RNF152,HEPN1,RERG,LINC00463,ROBO2,ANKRD37
129,MAML3,VIM,CCK,DLC1,NOTCH2,SEMA6A,NAMPT,PAICS,MGST1,LOC728158,CTSZ,ADAM12,PAICS,SLC25A13,PACRG-AS3,LOC105373335,EPS8,NR4A3,CP,ZNF804B,CPQ,FSHR,SST,SLC2A3
130,AGT,CMTM5,C8orf34,LINC03013,TYMP,CTNNA3,TACR1,TMTC2,MARCKSL1,CBR1,IFNG-AS1,LYVE1,DPP10,MARCKSL1,HAPLN2,SVEP1,TNC,PIP4K2A,PDE1C,USP53,HIF1A-AS3,TREM1,RIN3,SVEP1
131,RNF125,HAMP,ADAM12,PLP1,NTN1,ATP8B4,MBP,NR4A3,LOC107985126,TMEM132C,TMEM144,FAM20A,CIITA,ERG,NPY,ROR1,HIF1A-AS3,IKZF1,PDE4B,RAMP2,SLC24A3,SLC24A3,IFNG-AS1,PALM2AKAP2
132,ZFHX4-AS1,IL1B,CPQ,GPR37L1,SLC16A1,ELOVL7,JUNB,LOC101927560,GNA14,CPNE2,ARHGAP25,MBNL3,DSEL-AS1,TRPC3,CMTM7,ACSS3,TLR10,GPR34,SDK1,PRAM1,RASGRP3,LURAP1L-AS1,TMEM144,LINC02008
133,C8orf34,LST1,PCA3,PTAFR,CEMIP,GPR149,SLC2A3,LINC01482,ANKRD37,SLC7A11,ALOX5,MOBP,ITM2A,CHRM5,LINC03002,CYP1B1,LINC02328,LINC02694,SST,LRP2,MTUS1,SLC16A1,CARNS1,VCAN
134,PAICS,CD74,BACH1,SLC35D2,LINC00276,S100A9,SST,TRGC2,GPR34,ZFHX3,LINC00298,USP53,SAT1,ADAMTS4,SCD,PAICS,LTBP1,HEPN1,SERPINB9,KIAA1217,RNF144B,KCNQ1,CDH19,ATP8B4
135,DIPK1C,ACACB,ITPR2,DISC1,LHFPL3,CRIP1,SLC1A2,ELMO1,SUCLG2,SAT1,TGFB1,LINC00499,CBR1,ARHGAP15,DISC1FP1,FAM149A,ZIC1,COL4A1,SLC24A3,TENT5A,SOX10,ERBB3,PLD5,LAMA2
136,MLC1,CFTR,LOC105377862,TMEM144,ADIPOR2,ACACB,PAMR1,LINC00299,TLL1,PHLPP1,MYO5B,ABCC4,BLNK,LAMP2,GPR34,GPR183,IPCEF1,SRGAP2B,LAMP2,LINC01090,LINC02694,TRG-AS1,ANXA3,ISM1
137,DAAM2,PTGDS,GRIK1,ZIC1,KIF26B,PTH1R,CD53,SUCLG2,SLC16A1,NPSR1-AS1,PGM5,SP110,MOBP,PDE8A,DLC1,ADAM12,ANGPT2,SLCO1C1,LINC01470,NPL,BCAN,FREM2,LYVE1,GPR183
138,TTN,MS4A4A,GLIS3,LINC02473,SULF2,ANOS1,PLSCR1,C11orf96,TNC,CTSZ,MAP3K8,TMEM144,SOCS6,MCTP2,ST6GAL1,PHLDB1,KIF26B,CEBPD,ELOVL7,ST6GAL1,SAT1,SCD,ENO4,LINC00499
139,ARHGAP22,SMIM35,TACR1,SLC25A13,MAP3K8,FCGR2A,LAMP2,PRUNE2,LINC01060,LYVE1,LOC101927314,TRPM3,GPR34,ITM2A,TAGLN,NRXN1-DT,LOC728158,KCNMB1,LPCAT2,FBXL7,PTN,GLDN,RCSD1,TENT5A
140,LINC01931,HLA-DRA,DPP10,SLC6A12-AS1,SLC4A4,MIR3667HG,SLC25A13,LOC107985126,ROBO2,ADGRG6,CMTM8,LAMP2,AOAH,TGFBR1,IL18,SYNE2,PPFIBP2,AOAH,COL25A1,NPY,LINC01090,LAMA3,HOXB-AS1,ADAM12
141,KCNIP1,LOC105377862,PLD1,BEST1,LOC613266,VCAM1,HILPDA,JUNB,LINC02232,ANXA3,MBNL3,LINC01748,NDRG1,GPR37,NTN1,NCKAP5,SSPN,GLUL,MGST1,LOC105374438,ABCC4,CX3CR1,HS3ST4,SPON1
142,RELN,GPR34,SLC14A1,LOC728158,FGF13,LOC102724768,MIR3681HG,SAMD4A,LOC100506474,EVI2A,TRPS1,HAPLN2,NR4A3,TRIM22,SVEP1,PLPPR1,PLCE1,SPTLC3,TRPC3,CHRM2,LINC00276,PLA2G4A,MIR325HG,RASGRP3
143,DACH2,S100A8,LINC01091,LOC101927745,LGR5,NIBAN1,VCAN-AS1,ITM2A,SVIL,PARD3,PACRG-AS3,JUNB,HYCC1,FAXDC2,RIN3,BMP2K,GALNTL6,SLC44A1,P2RY12,NEK3,DENND3,LINC02999,LCP1,ADAMTS18
144,STARD13-AS,DHRS9,CARTPT,ETS1,CBR1,IL1RAPL2,IRAG1,IL10RA,CLDND1,GNB4,PRRX1,CP,PIK3CG,TYMP,SPI1,MYO5B,ITGB5,NFATC2,TMEM51,HLA-DPB1,ADAMTS6,SELE,MT1F,CD83
145,SVEP1,CASP10,SGCZ,ACSBG1,ADAMTS1,LOC105369147,ALOX5,ST8SIA6,KCNIP1,CP,MT3,HHATL,ARHGAP15,ANOS1,HIGD1B,SLC27A6,LINC02882,SHISA8,RNF125,TRPC3,CYP19A1,BCHE,HSPA6,EYS
146,FLT1,H2AC11,COL5A3,IPCEF1,XRCC4,PPP1R9A-AS1,LINC00320,PREX1,F13A1,SELE,PALM2AKAP2,LOC105373335,PGM5,SLC16A1,LAMP2,PARP4,ABTB3,SPI1,EPSTI1,TYMP,FGD3,FOXO1,LOC101927948,TPD52L1
147,NID1,ACSM5,KIAA1217,LINC01221,NXPH2,SLC14A1,USP6NL,FREM2,CMTM8,RNF125,LOC100506474,LINC01470,ZBTB20-AS5,SUCLG2-DT,PDE4B,ROBO2,LAMP2,CTSZ,LRP4-AS1,EPAS1,CCK,CTXND1,EDN1,TAC1
148,SPI1,MEIS1,LINC01630,PCA3,PCSK6,HLA-DPA1,ZFHX3,MYO1F,ELMO1-AS1,LHCGR,TMEM51,GLDN,EPAS1,NPL,RBPMS,DLC1,SUCLG2,FGD3,CEMIP,LPAR1,PDE4B,PPP1R3C,PPP1R9A-AS1,TYMP
149,DISC1FP1,FCGR3A,LINC02232,ZFHX3,LPAR1,KLRF1,LINC01090,FGF13,SEMA5A,SLAIN1,TRPM3,CHRNA7,ALOX5,LOC105373335,TMEM144,DENND3,PARP4,CDH5,CREB5,HLA-B,ANOS1,S100A10,A2M,NOSTRIN
150,FGF1,ABCG2,LOC101927141,ZBTB20-AS5,A2M,RGS5,HDAC2-AS2,SLC44A1,GNA14-AS1,ANKRD44,PLEKHA7,MYO1E,HES1,LINC02263,LPAR1,TXNIP,NPY,C21orf91,TMCC3,HAPLN2,DPP10,SSPN,SYNPR,NXPH2
151,ABTB3,S100A9,LINC00299,WHRN,ACSS3,LPAR6,RNF220,PDGFB,ZNF804B,LINC02930,PIK3CG,SAT1,SLAIN1,MIR325HG,LINC00924,LAMP2,MGST1,FGF1,CD83,TFRC,CYP1B1,SHOC1,ZNF385D-AS2,PAICS
152,KIF6,LINC02328,PGM5,PRR18,LINC02263,TRPM3,GPR183,ENG,ATP10B,SUCLG2-DT,CCN1,BLNK,XRCC4,CFAP418-AS1,RAMP2,SEMA6A-AS1,BCHE,VCAN,NOS1,PGM5,FBN2,FAM222A-AS1,MARCHF3,MT3
153,ID1,LINC01446,CLDND1,CEMIP,SST,PDZRN4,LOC107985126,TRPM3,GALNT15,GPR34,TFRC,TRPC3,ANKRD37,CNP,LINC00276,FAXDC2,LOC101927745,RIN3,NOTCH2,CMTM8,PGM5,SVEP1,ZFHX4-AS1,BCAN
154,CEBPD,MUSK,XRCC4,OLIG1,LCP1,RELN,ADAMTSL1,NCKAP1L,RAB31,FAM20A,SELE,BMP2K,USP53,COL25A1,ATP10B,LINC01091,GCNT2,AASS,SELE,LINC00472,LINC02649,HLA-DOA,LMO2,PCED1B
155,MCTP2,CEBPD,CHRM5,LOC105373347,ADAMTS9,C8orf34,NCKAP1L,IRF8,NR4A3,AKR1C2,XYLT1,CMTM7,BMP2K,TRAF3IP3,SLC7A5,LINC03048,FAXDC2,CMTM8,NTN1,CMTM7,SGO1-AS1,NOS1,PDGFD,HAPLN2
156,TIMP3,TMEM176B,BLNK,MYO1E,CFAP418-AS1,HEPACAM,ST6GAL1,LINC01876,TYMP,DBNDD2,ANKRD37,RIPOR3,LINC02381,FAM107B,THSD7B,DIPK1C,RNF152,DPYD-AS1,ACSS3,ARHGAP22,MEGF11,KIF6,TP53TG5,SAMD4A
157,TXNIP,CEMIP,ZBTB20-AS5,MAG,GPR34,APOE,SOX10,LINC01748,LINC01931,VWA1,BLNK,ACSS3,LHCGR,PDZRN4,UTRN,SLC7A14-AS1,RNASE1,LINC03002,LOC105370315,VAV3,CD83,CLEC12A,LINC01480,LDB3
158,LINC02328,CST3,HLA-DPB1,AGA-DT,RFX4,SH3TC2,GADD45B,FAM149A,BLNK,SLC25A13,PLP1,SLC4A4,RASGEF1C,MAP3K8,CTXND1,CLDND1,DPYD-AS1,MATN1,PLSCR1,COL4A4,MCAM,SULF2,ATP10A,RUBCNL
159,HEYL,FGF13,TYMP,HYCC1,TAC1,FTL,TYMP,SLC2A1,USP53,LINC00499,GALNTL6,CDKN1C,PRKCH,LDLRAD3,CP,LINC00326,PAICS,DISC1FP1,DDX60L,LDB3,COL21A1,ROBO2,SLCO2B1,DDIT4
160,IL13RA1,CYBA,GPR34,ADAMTS4,BHLHE41,SLC25A48,HS3ST5,TMEM163,PTCHD4,CRYBG3,SLC14A1,CYP1B1,ST8SIA6,PRRX1,MGAM,AOAH,DPP10-AS3,SAMD4A,PLCH1,MAN2A1,A2M,SERPINB9,ADGRD1,CTSB
161,TP53TG5,LINC01088,TPRG1,XRCC4,ERBIN,RNF144B,CTSC,GPX3,TFRC,MT3,SLC16A1,PLP1,NPSR1-AS1,DISP1,KMO,MIR4300HG,SAT1,LMO2,CST3,CARTPT,TMEM125,SUCLG2-DT,FHL5,DOCK1
162,CALCRL,SLC2A3,HDAC2-AS2,TGFBR1,SOX10,FOXC1,GLDN,TMEM123,WDFY4,MEGF11,SST,LRP4-AS1,GRIK1,CMTM8,DENND3,PTCHD4,ANOS1,EDN1,MCAM,CFTR,CST3,SEMA6A,TMEM273,MYO5B
163,LINC01374,HLA-DRB5,HES1,HS3ST4,MID1,LOC101927560,IER3,SLC6A13,PRUNE2,EPAS1,FAXDC2,PALM2AKAP2,RGCC,ZNF98,TAC1,ACSL1,FAM222A-AS1,USP6NL,PIP4K2A,LOC105373335,SGCZ,BOK,LMCD1-AS1,NR4A3
164,VCAN-AS1,GADD45B,LINC02008,HIF1A-AS3,TLR1,PLPP3,CTSZ,TACR1,C8orf34,DISC1FP1,JUNB,ALPK1,BCAN,ZNF385D-AS2,SRGAP2B,CHD7,PAMR1,RAMP2,CDKN2B-AS1,LINC00511,LPCAT2,CPA6,OLIG1,HDAC2-AS2
165,SPATA22,DDX60L,SOX10,DISC1FP1,DISC1,NLRP1,SULF2,ADAM12,DBNDD2,KCNIP1,LINC00276,LINC01630,FAXDC2,RNF152,CTSC,ROR2,NEK3,GAD2,SP110,PTPRZ1,PLEKHA7,PTN,TENM1,ITM2A
166,UACA,LUZP2,ADAM28,PCAT1,TNFAIP3,SRPX2,KCNQ1,CCN1,CIITA,USP53,HSPB8,SST,DTHD1,CTSC,XRCC4,MGAM,AXL,LINC02712,ST6GALNAC3,CEBPD,NRXN1-DT,SLAIN1,FYB1,GPR149
167,AQP1,MIR223HG,NPL,DLEU1,C8orf34,TLR10,SRGAP2,TAFA4,CACNG5,ANOS1,HIPK2,ANKRD37,EDA,ADAMTS18,LHFPL3-AS1,LOC105377448,C4orf19,GNA14,HGF,DIPK1C,RGS5,PGM5,NPY,C4orf19
168,SEMA5A,CCL4L2,SUCLG2-DT,LINC01931,NPAS3,HLA-DMB,FAM222A-AS1,PACRG-AS3,PGM5,NCKAP1L,BHLHE41,NDUFA4L2,SULF1,HHATL,PGM5,HS3ST4,PTGDS,EPAS1,IFI44,ACSS1,QDPR,SUCLG2,SLC1A3,GALNT15
169,BMP2K,IPO9-AS1,TMEM163,CBR1,ZBTB20-AS5,MGC4859,MBNL3,ELOVL7,CREB5,HIF1A-AS3,RHOU,NR2F2-AS1,C8orf34,BTG2,CNP,STK32B,LINC01299,VCAN-AS1,RASSF8,SELENOP,AKR1C2,NDST4,C1QA,P2RY12
170,CNR1,PSTPIP2,SAMD3,FAXDC2,CMTM7,ROBO2,L3MBTL4,CIITA,ELOVL7,PLPP4,GLIS3,LINC01317,PDE4B,FAM20A,LTBP1,SOCS6,TRABD2B,LOC105373170,SVEP1,DENND3,LOC105370315,FAM149A,EMC10,NEK3
171,MSR1,MILR1,GPR183,PLD1,LOC101927745,ARHGDIB,GPR34,PAMR1,PCDH11Y,ACSS3,TRIM22,NPSR1-AS1,DISC1FP1,PCED1B,PLPP3,FAM20A,STARD13-AS,LINC01876,PRRX1,CST3,LTBP1,FGR,ITK,DPYD-AS1
172,FGR,IRAG1,LOC101927026,LRMDA,SLC52A3,CXCL10,GNA14,SEPTIN4-AS1,TTN,RERG,LINC01608,LOC105370315,KIF6,MIR3681HG,CYP19A1,SPI1,B3GNT5,TMEM144,IER3,ATP8B4,NAMPT,SIGLEC11,LINC02232,ARHGAP6
173,FAM149A,GRIK1,ELMO1-AS1,TMEM235,NPSR1,AGT,ABCC9,ABCG2,LINC00298,PIP4K2A,CHRNA7,MYO10,LINC00320,EMP2,WWTR1,PLEKHG3,LINC01608,CFAP47,ADAM12,ATP1B2,CLDND1,PLEKHA7,ID3,LGR5
174,TNC,HLA-DMB,NDUFA4L2,LOC105373170,TGFBR1,LINC00609,VCAN,SLC25A13,SCHLAP1,LOC107984203,FPR3,SOX10,SP110,EPAS1,BHLHE41,ADAMTS18,NPL,CT69,CIITA,GREM1,LINC01060,LINC01877,HTR2C,RAMP2
175,FIRRE,GLUL,VIT,CRH,CERNA2,LRMDA,KIAA1217,LAMA4,CHI3L1,PLEKHA7,ENG,OLR1,MIR646HG,ATP10B,PAICS,LINC02649,EYA1,ACVRL1,CCK,NTNG1,DOCK2,CD55,LINC01324,LOC105378311
176,TMEM273,MS4A6A,NPSR1-AS1,FGD4,EMC10,CST3,ENTPD1,SUCLG2-DT,SULF2,KCNQ1,SIRPD,HYCC1,ENTPD1,PRR18,PARP14,LINC01630,FRMD4B,HIGD1B,F3,FERMT1,TRAF3IP3,LOC105378311,ITGB5,IQGAP2
177,LPAR6,TNFSF10,MGP,CT69,MX2,ID3,SEMA5A,COBLL1,EYA1,LOC124903183,RNASE1,CIITA,PTPRZ1,ADCY7,LINC00511,ABI3BP,TMEM176B,CYBRD1,ALDH1L1,PTN,PAICS,AASS,RASL12,RNASET2
178,CHRM2,LILRB4,LOC105373335,CHRM5,MT3,FAXDC2,H2BC18,LOC105373335,LRP4-AS1,KIAA1217,THBS2,PLD5,SEMA5A,THSD7B,PRAM1,PDGFD,FAM149A,HLA-A,TRPM3,ROBO2,SVIL,RNF152,FGF13,LCP1
179,MYO10,CR1,MOBP,FTL,CH25H,TIMP3,HISLA,BCAN,ATP8B4,ST8SIA6,MATN1,ARHGAP22,SPI1,MITF,EDNRA,BLNK,BTG2,SLC25A13,TRG-AS1,MT3,ST8SIA6,CNKSR3,IFI27,SOX10
180,F11-AS1,BIN2,F13A1,CFAP418-AS1,USP53,GAB3,ID4,SERPINB9,LURAP1L-AS1,ZBTB20-AS5,LDLRAD3,CD163L1,SKAP1,C10orf90,TYMP,GLI3,DISC1FP1,CTSB,NDUFA4L2,GPR183,CD55,TACR1,GRIN3A,GAD2
