,Astrocyte,Microglia-PVM,L2/3 IT,Oligodendrocyte,Chandelier,Endothelial,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5 Lhx6,OPC,Pax6,Pvalb,Sncg,Sst,Sst Chodl,VLMC,Vip
90,LOC105376244,FOLR2,BMP2K,PLPPR1,TGFB1,HLA-A,A2M,MT1X,LINC01090,TP53TG5,NRXN1-DT,GALNT15,PLD5,LINC01748,LOC101927026,LINC02694,UTRN,PTN,MT3,CHRM5,PARD3,ASPA,C1QA,BACH1
91,HDAC2-AS2,BTG2,KIF6,IPO9-AS1,DBNDD2,PGM5,MGST1,PDE1C,ADAM28,PAMR1,LOC100506474,DOCK2,CPVL,PRRX1,DAAM2,RIN3,SHISA6,SLC16A1,IQGAP2,SEMA6A-AS1,NDUFA4L2,CTXND1,SOX18,TFRC
92,ENTPD1,SRGN,BMPR1B,LOC101927026,LINC01374,PRELID2,ABCC4,TFRC,CFAP418-AS1,FPR3,GNA14-AS1,FPR3,ATP10A,MAN2A1,ITM2A,LMO2,SEMA6A-AS1,CLDND1,FAM222A-AS1,LOC101927026,DISC1FP1,LINC01876,SEMA3G,LAMA3
93,PTN,LINC02232,RASGRP3,FAM222A-AS1,NEDD9,CFTR,SLC16A1,GPR183,HAPLN2,DOCK1,PRKCQ,SEMA6A-AS1,CRYBG3,LINC00299,HIF1A-AS3,PDGFRA,MGAM,MIR325HG,PAICS,PACRG-AS3,PCDH11Y,PDE8A,WIF1,IL1RAPL2
94,COBLL1,ITGA6,L3MBTL4,LINC02072,RBPMS,STK33,RNASE1,ADAM12,TRAF3IP3,LOC105373335,SRGAP2,ARHGAP15,FAM20A,HIF1A-AS3,CMTM8,BCAN,HTR2C,NCKAP5,TMEM132C,PRKCH,ST6GALNAC3,NKAIN3,ROR1,ATP10B
95,SLC35F4,LINC01375,ACSS3,LOC102724768,COL5A3,SAMD9L,RASGEF1B,LINC02008,ADAM12,AASS,XRCC4,MAN2A1,LOC613266,KCNIP1,DLEU1,CIITA,FAM114A1,LINC01411,SLC25A13,PCSK5,MAN2A1,PPP1R3C,TAL1,RGS16
96,HES1,LINC02057,LOC100506474,FGFR2,ENOX2,ISM1,LINC01482,DDR2,GASK1B-AS1,ATP8B4,TRAF3IP3,ENO4,TACR1,FAM149A,LOC105369147,ISM1,ZFHX3,LINC01060,SLC7A11,PALM2AKAP2,FAM222A-AS1,LURAP1L-AS1,ABCC4,LINC01090
97,ADAMTS9,SAMD9L,TRAF3IP3,PTN,EYA4,NIBAN1,ANKRD37,LOC105371366,ACSS3,CEMIP,LINC02694,LOC107985126,CP,CHI3L1,GLIS3,A2M,CST3,FAM222A-AS1,ERBIN,MKRN3,LOC105373335,SLC7A11,TLR6,EMC10
98,STK33,EPAS1,ELMO1,HS3ST5,SPI1,THSD4,CP,LINC01877,TRPM3,SLC16A1,PCDH15,TACR1,ELOVL7,SRGAP2,FBXL7,LOC105371366,PDGFRA,SGCZ,PRKCH,DOCK10,ZBTB20-AS5,SRGAP2B,S100B,MGST1
99,CHST9,NCKAP5,HAPLN2,ENO4,CEBPD,ADIRF,CHRM5,DBNDD2,TMEM144,PLEKHH1,CBR1,HES1,PARP4,LINC02008,ADM,CMTM8,SGCZ,TRIM59,LINC01931,TGFB1,FAM20A,ADM,SHROOM4,FPR3
100,SLCO1C1,LINC02742,SELE,CDKN2B-AS1,MARCKSL1,CLMN,USP53,MIR3681HG,AGBL1,ENG,SFMBT2,SCHLAP1,RNASET2,LURAP1L-AS1,BMP7,AASS,PLPP3,GALNT15,BCHE,LINC02882,FAM149A,DIPK1C,CPVL,ARHGEF26
101,MT1X,VRK2,TFRC,SH3TC2-DT,PLEKHG3,CTNNA3,CBR1,TRAF3IP3,NPSR1-AS1,RASGRP3,EYS,SAMD4A,GNB4,DHRS9,SHISA8,KCNIP1,TRPC3,TACR1,ANOS1,PLP1,SOX10,ALK,LOC105374438,MIR4300HG
102,ACSS1,PARD3B,SLC16A1,LAMA2,LINC03048,CYP27A1,LOC105373335,ALK,SAT1,LINC01179,NCKAP1L,L3MBTL4,SLC7A14-AS1,USP53,LINC02649,SAT1,BMP2K,CPQ,RIN2,SLAIN1,EYS,LRP4-AS1,PLA2G4A,LINC03048
103,CBR1,SLFN12,HHATL,MUSK,SSPN,HLA-B,HAPLN2,TMEM123,FPR3,HGF,ALK,CPB2,SLCO2B1,NPAS3,KCNQ1,HDAC2-AS2,PMP22,SLC27A6,TFRC,SGCZ,CMTM7,LINC01374,PGM5,CFAP418-AS1
104,CEMIP,NLRP1,ST6GAL1,CNDP1,HAPLN2,DLC1,MT3,CBR1,RASGEF1B,LINC01877,A2M,KCNIP1,LOC107985126,KMO,CPQ,LURAP1L-AS1,NKAIN3,LPCAT2,PAMR1,SAMD4A,RIN3,POLR2F,CD93,CLDND1
105,KLHL1,LINC02649,UST,LINC02649,LINC01877,GIMAP7,ZBTB20-AS5,HAPLN2,MIR3667HG,LINC01748,LRP4-AS1,RERG,LOC105373335,DDR2,SEMA6A-AS1,LINC01374,LOC105370315,SPTLC3,ZBTB20-AS5,CFAP418-AS1,NOTCH2,CYSLTR1,ATP10A,ZNF804B
106,SPON1,CD69,EPAS1,LOC101928651,CACNG5,SASH3,TRPC3,PTCHD4,SOX10,TFRC,GPR37,NTN1,MBNL3,PCSK6,ACSS3,EMC10,LOC105369147,LINC01090,LAMA2,LINC00276,LINC00276,ACSL1,MT3,HLA-C
107,HIF1A-AS3,CLIC4,MIR4300HG,DOCK2,POLR2F,ANOS1,TRAF3IP3,RNASE1,LNC-LBCS,SLC7A14-AS1,ARHGAP15,SRGAP2,EPAS1,PLSCR1,MYO5B,HIF1A-AS3,CNTN2,ITGA6,SAMD4A,ATP10B,SLC26A5-AS1,CTSZ,CRH,PRKCH
108,RELN,F13A1,LMCD1-AS1,EYS,CP,TLR6,LOC100506474,IL10RA,ABCC9,THBS2,CP,PCA3,CIITA,TRPC3,LINC01060,SLC16A1,PLEKHG3,SOX10,DISC1,DISC1FP1,NEDD9,LINC00836,WDFY4,KCNMB1
109,PLD5,DLC1,LINC02649,LOC105375483,CTNNA3,MYO1F,PDE4B,KCNIP1,CD163L1,PDE8A,LUZP2,GPR183,PLEKHA7,SUCLG2,EYA4,GPR34,LINC01036,THSD7B,GAD2,RASGRP3,TMEM132C,LINC02999,LYVE1,CP
110,PPP1R3C,OTULINL,FAM20A,PWRN1,SERPINB9,ATP8B4,PAICS,SPON1,PDE8A,XRCC4,EYA4,TRAF3IP3,CEMIP,GALNT15,LINC02930,IL1RAPL2,SRPX2,MGST1,A2M,VIP,STARD13-AS,KCNQ1,ACVRL1,FAM149A
111,LINC00278,LOC124903183,CP,STARD13-AS,DOCK10,KCNMB1,SP110,ALPK1,MBNL3,LYVE1,COL25A1,RASGRP3,LINC00299,IL17RA,GPR183,HAPLN2,HYCC1,DDR2,CTXND1,HLA-DRB1,PRKCQ,ERBB3,ST8SIA6,SLC25A13
112,ELMO1,CNP,A2M,DOCK10,LINC01411,LINC01324,RIN3,MT3,TMEM163,MARCKSL1,PMP22,ADAM28,BHLHE41,LINC02694,CFAP418-AS1,PRKCH,FGF13,PRUNE2,MARCKSL1,RIN3,SPHKAP,NEK3,GIMAP7,PROX1-AS1
113,HEY2-AS1,NEK3,LAMA4,RIPOR3,RNASET2,PCSK6,ETS1,CPB2,RIN3,RIN2,LOC107985126,TFRC,ARHGEF26,GPR37,QDPR,ELMO1-AS1,GALNT15,BMP7,KCNQ1,RAMP2,HTR2C,COL6A3,HS3ST4,SVEP1
114,FLT1,ADGRG6,MIR646HG,SLC16A1,LINC02328,CFH,CD163L1,SSPN,CPQ,LINC01060,MAN2A1,LOC105377862,CABLES1,CLDND1,DLC1,HLA-C,FBN2,TYMP,TRAF3IP3,NDUFA4L2,GALNT15,PDZRN4,LCP1,ANKRD37
115,HES5,STX11,PAICS,CAPN3,MIR325HG,DPP10,ATP8B4,LINC01060,SELE,LOC728158,DBNDD2,ARHGEF26,TGFBR1,HLA-DMB,MKRN3,KCNQ1,KLHL1,LAMP2,CP,A2M,VWA1,SRGAP1,LOC101927560,PDE4B
116,CPB2,B2M,NTN1,ADAMTS1,SLC24A3,HMCN1,BCAN,COL3A1,ZFHX3,NTN1,RIN3,MBNL3,PLA2G4A,ELMO1-AS1,ANOS1,ANKRD37,IFI44,TLR5,CD163L1,LAMP2,PLEKHA7,SULF2,CD38,GRIK1
117,TTN,CA8,SPI1,TMIGD3,F13A1,SPTLC3,ELMO1-AS1,CLDND1,LOC107985126,HCLS1,CPB2,SLC16A1,POSTN,DENND3,THSD7A,TAC1,TNC,PNOC,LOC105378311,SIGLEC1,HIF1A-AS3,TRG-AS1,IGFBP7,C8orf34
118,P2RY12,ADAP2,LOC101927745,ITM2A,FAM114A1,ALDH1A1,CREB5,SRGAP2,CCK,NKAIN3,FGF13,ABCC9,DPP10,RASGRP3,PDE3A,GPR183,TIMP3,MATN1,MIR325HG,PRAM1,LINC02649,ITGA2,IFNG-AS1,BEST3
119,SGCZ,H2BC18,ARHGEF26,DAAM2,PLEKHH1,CSPG4,QDPR,ITM2A,ROBO2,LOC105370315,HBB,LOC100506474,CHRM5,ASPA,EMC10,PDE1C,PTN,HAPLN2,LOC105369147,LCP1,ADAM12,FGF1,OPALIN,ADAM12
120,TENT5A,PTGDS,ADAM12,LURAP1L-AS1,LINC02649,LINC02263,LINC00499,NEDD9,SP110,LDB3,ALOX5,LYVE1,LAMP2,EYS,CMTM7,LOC105373335,ADAMTS17,EMC10,LINC01470,HDAC2-AS2,ABCC4,ADAM12,TLR4,LAMA2
121,LINC01877,CECR2,DBNDD2,SLC31A2,HLA-DPB1,CP,TACR1,TPRG1,DLC1,CPB2,LINC01505,KCNQ1,FAM149A,ITGA1,LINC03048,VAV3,COL4A4,PAX6-AS1,ALK,ELOVL7,CPQ,CNKSR3,AGA-DT,CIITA
122,PRUNE2,B3GNT5,LOC105370315,TIMP3,LOC613266,SHOC1,STARD13-AS,SLC2A1,SGCZ,FAM149A,GALNT15,SVEP1,TMEM123,ERG,CA2,TENT5A,TAC1,ABCA2,EMC10,NPY,RASGRP3,EYA4,PLCH1,SLC2A3
123,EMP2,CD74,SVEP1,SUCLG2,BEST3,APOC1,MARCHF3,SRGAP2B,ZNF98,SPI1,PITPNC1,ALK,FPR3,ANKRD37,COL25A1,ATP8B4,NOSTRIN,PIP4K2A,HILPDA,LRP2,TMCC3,RNASET2,SUCLG2,LHFPL3-AS1
124,GALNTL6,IFI44,LINC01411,SEMA6A-AS1,LHFPL3,EPSTI1,LMCD1-AS1,ARHGAP31,SPI1,MOBP,LOC105373335,LOC105374524,CPQ,FPR3,RIN3,IL13RA1,CPB2,MCAM,TAGLN,TYMP,MEGF11,FREM2,CARNS1,USP53
125,SLC16A9,TMEM163,NDRG1,PLPP3,TFRC,SOX6,SVIL,USP6NL,LOC105378311,NCKAP5,CMTM8,BTG2,PPFIBP2,IPCEF1,GPR34,RASGEF1C,NR4A3,DPYD-AS1,P2RY12,PTPRZ1,SPON1,ELMO1-AS1,MYO16,COL9A1
126,ENO4,LOC105376244,C8orf34,CNP,AOAH,SEMA6A,RASGRP3,PLD1,GNG12-AS1,LINC00499,LINC01060,LINC00499,PIK3CG,ADAMTS4,ANKRD37,TFRC,LINC00472,RBPMS,DISC1FP1,ADAM33,BCAN,SLC16A9,ARHGAP22,LRP4-AS1
127,DACH2,LST1,LOC105377862,GREM1,NTN1,GPC5,CLDND1,LINC00326,NTN1,SSPN,MBNL3,SLC39A11,GPR34,PLEKHA7,PACRG-AS3,CTSB,TENT5A,BTG2,ELMO1-AS1,COL4A4,SIGLEC1,TP53TG5,SLC6A12-AS1,TRAF3IP3
128,LINC01374,MCTP2,TACR1,SST,TYMP,LAMA4,NAMPT,LINC00276,GPR183,ANKRD37,KMO,FAM20A,BLNK,TRAF3IP3,SUCLG2,CPQ,C5orf64,NXPH2,PARD3,KIAA1217,MBP,STK32B,PLD5,PALM2AKAP2
129,MGST1,LINC01480,MAN2A1,GPR37L1,SLC16A1,HEPACAM,PAMR1,ANOS1,TNC,LMCD1-AS1,BCAN,ADAM12,KCNQ1,TGFB1,GRIN3A,CEMIP,PROX1-AS1,CEBPD,MGST1,NPL,KAT2B,SLC16A12,ST6GAL1,VCAN-AS1
130,COL25A1,ANGPT2,ELOVL7,DLC1,ACSS3,CARD11,MBP,STARD13-AS,PIP4K2A,ADGRG6,MYO5B,EPAS1,ITM2A,SLC25A13,IL1RAPL2,CYP1B1,TLR10,EPAS1,SLC16A1,HEPN1,RIN2,GPNMB,OLIG1,ADAM33
131,DISC1FP1,HLA-DRA,FGF1,LINC03013,LINC00276,SLC16A9,ALOX5,GPX3,GPR34,PALM2AKAP2,KCNQ1,DBNDD2,L3MBTL4,LOC105373335,LINC01876,TXNIP,ITGB5,SVEP1,LAMP2,FBN2,PGM5,DDR2,TP53TG5,LINC00499
132,IFI44L,HAMP,SLC14A1,LINC01221,ELOVL7,COL4A5,HES1,CPA6,HLA-C,CBR1,CTSZ,ADCY7,COL5A3,MARCKSL1,PDE7B-AS1,PHLDB1,KIF26B,BMPR1B,CEMIP,LPAR1,LINC02694,GRAP2,TMEM144,EYS
133,ARHGAP22,CCL2,HLA-DPB1,SLC6A12-AS1,MAP3K8,CDH23,SST,PAICS,MARCKSL1,EPAS1,SULF2,HHATL,MOBP,ITM2A,SCD,ROBO2,HIF1A-AS3,GNA14,PDE4B,KIT,CST3,FAM222A-AS1,TENM1,CD83
134,HHIP,IL1B,CPQ,SLC35D2,CEMIP,LINC00609,SULF2,MYO15B,ELMO1-AS1,LY86,PGM5,EYA1,NR4A3,PDE8A,HAPLN2,ROR1,ANGPT2,CYBRD1,RNF125,LDB3,MIR325HG,HCST,CMTM8,ATP8B4
135,SLC7A14-AS1,S100A8,LOC101927141,DISC1,ELMO1-AS1,RNF152,JUNB,LOC100506474,SUCLG2,ZFHX3,PLEKHA7,SP110,S100A10,TGFBR1,RELN,ACSS3,EPS8,IFI44,CREB5,HAPLN2,A2M,LINC00463,MYCT1,RASGRP3
136,LINC01931,TTN,LAMA2,PTAFR,A2M,PLAAT3,SLC2A3,PACRG-AS3,GNA14-AS1,FAM20A,LINC02899,BLNK,SOCS6,CHRM5,CP,MARCKSL1,LTBP1,NR4A3,LRP4-AS1,LINC01090,DENND3,LINC01608,KCNMB1,CBLN2
137,MLC1,ACACB,BLNK,LINC02473,XRCC4,CYSLTR1,HLA-C,C5orf64,ANKRD37,CPNE2,SELE,CP,PAICS,LAMP2,BMP2K,FAM149A,IPCEF1,CA2,USP53,SELENOP,MYO10,BCAS1,FGF13,SPON1
138,SVEP1,GPR34,GRIK1,SLC25A13,SULF2,RCSD1,IRAG1,LOC107985126,GNA14,CTSZ,PALM2AKAP2,USP53,DSEL-AS1,TYMP,SLC7A5,DIPK1C,LINC02328,NFATC2,SDK1,NEK3,CD83,C8orf34,ADGRD1,LDB3
139,MAML3,S100A9,PGM5,BEST1,HPSE2,HLA-DMB,USP6NL,CCN1,F13A1,SAT1,TRPM3,MOBP,GRIK1,LDLRAD3,SPI1,FAM20A,LINC02882,ATP8B4,TMEM51,CEBPD,DPP10-AS3,ANOS1,SLC1A3,TYMP
140,RNF125,FCGR3A,HES1,TMEM144,KIF26B,CRIP1,TYMP,SEPTIN4-AS1,LINC01060,GPR34,MT3,RIPOR3,NDRG1,COL25A1,DBNDD2,SYNE2,SSPN,COL4A1,CST3,EPAS1,SAT1,SERPINB9,FHL5,LINC02008
141,AGT,EMID1,BACH1,ACSBG1,NXPH2,SULF1,PLSCR1,LINC01876,SLC16A1,LINC02649,ARHGAP25,CHRM5,ZBTB20-AS5,EPAS1,NTN1,MYO5B,GALNTL6,LINC02694,KCNIP1,TMEM176B,FBN2,SCD,HTR2C,MT3
142,PAICS,CFTR,LINC01091,LOC101927745,NOTCH2,IL1RAPL2,HILPDA,SLC44A1,PGM5,NPSR1-AS1,TMEM144,TMEM144,CBR1,MIR325HG,TAGLN,ADAM12,PPFIBP2,RIN3,RNF152,B2M,KCNQ1,CIITA,CDC14A,ADAMTS18
143,DIPK1C,CST3,PLPP4,ETS1,LINC02263,ELOVL7,NCKAP1L,LOC101927560,LDB3,CRYBG3,PIK3CG,GLDN,PGM5,SUCLG2-DT,ST6GAL1,PAICS,LOC101927745,GPR34,LOC105370315,USP53,SLC24A3,FOLH1,SYNPR,P2RY12
144,AQP1,LUZP2,CHRM5,HS3ST4,DISC1,SH3TC2,SLC1A2,TNFSF10,ATP10B,PHLPP1,THBS2,LOC105373335,ARHGAP15,NPL,DISC1FP1,SVEP1,ABTB3,SHISA8,COL25A1,ST6GAL1,THBS1,LOC105378311,PPP1R9A-AS1,PCED1B
145,IL13RA1,SMIM35,LINC01630,ZIC1,ADAMTS1,TAGLN,GPR183,ST8SIA6,TYMP,ANXA3,PLP1,JUNB,SAT1,TRIM22,RBPMS,NRXN1-DT,LAMP2,RFTN2,NTN1,CHRM2,LOC105370315,SRGAP2,CTXND1,PNOC
146,KCNIP1,MS4A4A,CCK,ZFHX3,ADIPOR2,ERBB3,LAMP2,SAMD4A,BLNK,EVI2A,IFNG-AS1,LINC01748,SLAIN1,FAXDC2,ATP10B,LINC02649,PLCE1,PGM5,LDB3,HLA-DPB1,PCSK6,PREX2,NTN1,PAICS
147,ZFHX4-AS1,ACSM5,SOX10,OLIG1,FGF13,SLC14A1,SLC25A13,CARNS1,LINC01931,LHCGR,PACRG-AS3,ABCC4,LHCGR,ATP10B,NPY,FAXDC2,RNASE1,CMTM8,TRPM3,LINC00472,DPP10,F13A1,FCGR2A,MYO5B
148,CDKN1A,LOC105377862,TYMP,WHRN,ADAMTS9,PPP1R9A-AS1,SOX10,ELMO1,CLDND1,VWA1,MAP3K8,LAMP2,NPSR1-AS1,BTNL9,PGM5,LINC00326,SUCLG2,AASS,TRPC3,DDX60L,PDE4B,FOXO1,ROBO2,BCAN
149,MSR1,CASP10,SGCZ,IPCEF1,CBR1,PLPP3,LOC107985126,GRIK1,HBB,MEGF11,JUNB,TRPC3,SEMA5A,MAP3K8,TAC1,PARP4,FAXDC2,LOC105373170,SERPINB9,NDST4,CCK,FSHR,SIRPB2,ISM1
150,RERG,ABCG2,ZBTB20-AS5,PCA3,PCSK6,HLA-DPA1,EPAS1,ELMO1-AS1,TLL1,TLR10,LINC00298,HAPLN2,AOAH,GNA14-AS1,SVEP1,DENND3,RNF152,LMO2,ACSS3,ZNF804B,RERG,PLA2G4A,MT1F,NXPH2
151,NID1,CEMIP,COL5A3,CEMIP,GPR34,NR2F2-AS1,LINC01090,USP53,GALNT15,TMEM132C,TMEM51,LINC01470,BMP2K,PCED1B,LAMP2,PLPPR1,LINC00499,ISM1,MCAM,LINC00511,NXPH2,SLC24A3,COL15A1,HAPLN2
152,FGF1,CEBPD,ITPR2,LOC728158,SOX10,SLC6A13,KCNQ1,DHRS9,NR4A3,CP,PRRX1,MYO1E,ENTPD1,ANOS1,TMEM144,SLC7A14-AS1,LOC728158,EYA4,LPCAT2,CST3,NRXN1-DT,IFI44,ENO4,SAMD4A
153,SPI1,TMEM176B,GPR34,MAG,SLC4A4,SRPX2,LURAP1L-AS1,NCKAP1L,SVIL,KCNIP1,TRPS1,CDKN1C,ALOX5,CFAP418-AS1,FPR3,ABI3BP,PARP4,EDN1,TMCC3,ARHGAP22,ST8SIA6,LINC01877,ANO2,CTSB
154,ABTB3,LINC01088,GPR183,MYO1E,CFAP418-AS1,MIR3667HG,MIR3681HG,TRGC2,CMTM8,SUCLG2-DT,SLC14A1,HBB,RERG,RNF152,A2M,BLNK,PTGDS,AOAH,ADAM12,MT3,LPCAT2,GLDN,MIR3667HG,LGR5
155,SVIL,HLA-DRB5,XRCC4,PRR18,TLR1,ACACB,GADD45B,LINC01482,KCNIP1,ANOS1,LINC01608,SAT1,XRCC4,ARHGAP15,PRAM1,LINC01091,DPYD-AS1,SRGAP2B,ELOVL7,P2RY12,NAMPT,S100A10,EMC10,EDNRA
156,CNR1,H2AC11,LINC00299,ADAMTS4,NPAS3,SST,VCAN-AS1,BEST3,LINC02232,PARD3,TGFB1,LOC105370315,RASGEF1C,SLC16A1,CNP,BMP2K,NPY,CPM,CD83,TENT5A,CARNS1,SUCLG2,KYNU,NR4A3
157,TP53TG5,DHRS9,NDUFA4L2,XRCC4,ZBTB20-AS5,MGC4859,RNF220,SUCLG2,SCHLAP1,LOC107984203,PARP14,PALM2AKAP2,F13A1,ADAMTS18,PLPP3,SLC27A6,STARD13-AS,RASGEF1B,PLSCR1,SLC2A1,AKR1C2,SSPN,TRG-AS1,DPYD-AS1
158,STARD13-AS,MUSK,SAMD3,TGFBR1,BHLHE41,VCAM1,IER3,SOX10,PRUNE2,SELE,TFRC,CHRNA7,LINC02381,MITF,LINC00276,NCKAP5,MGST1,SPHKAP,SP110,CSF2RA,TRAF3IP3,IPCEF1,EMX2OS,SOX10
159,TIMP3,LINC02328,LUCAT1,LOC105373347,LGR5,CRISPLD2,ZFHX3,NR4A3,WDFY4,RNF125,LAMA4,CIITA,BCAN,PDZRN4,HIGD1B,ADAMTS18,CTSB,LINC03048,NDUFA4L2,CFTR,CLDND1,HS3ST5,THEMIS,TAC1
160,KIF6,MEIS1,PCDH11Y,LRMDA,LCP1,C8orf34,GPR34,ENG,SPON1,SLAIN1,RNASE1,NDUFA4L2,DTHD1,OSMR,TYMP,SEMA6A-AS1,BCHE,DISC1FP1,SLC24A3,TPD52L1,PTN,LOC101929626,LMO2,SIGLEC1
161,DAAM2,CYBA,NPL,PLP1,RFX4,PLD4,HDAC2-AS2,FGF13,FAM222A-AS1,GNB4,GLIS3,PLP1,PRKCH,IRAG1,CTSC,HS3ST4,ZIC1,SLC44A1,TYMP,FAXDC2,FGD3,SHOC1,CYBB,HILPDA
162,CEBPD,TMEM71,SULF2,AGA-DT,IL1RAPL2,LOC105373170,FAM222A-AS1,LINC01748,LINC01748,LINC02930,HSPB8,CYP1B1,HYCC1,BTG2,LHFPL3-AS1,ACSL1,NPL,KCNMB1,LOC105373335,MYO5B,ANOS1,HBA2,LOC102546299,GALNT15
163,TXNIP,MILR1,SP110,DISC1FP1,SST,LOC105369147,CD53,CH25H,ALK,ACSS3,MATN1,CMTM7,USP53,MCTP2,LINC03002,DLC1,NEK3,FGD3,TRG-AS1,NXPH2,STK32B,HILPDA,LDB3,DDIT4
164,CALCRL,IRAG1,CARTPT,PCAT1,TNFAIP3,OLMALINC,ADAMTSL1,PDGFB,RAB31,MS4A4A,LOC101927314,SST,RGCC,MIR3681HG,MGAM,LAMP2,ENO4,USP6NL,S100Z,MYO1F,RNF144B,TSPAN15,GRIN3A,GPR183
165,LINC02930,MIR223HG,CLDND1,HIF1A-AS3,MID1,PDZRN4,MBNL3,LINC00299,CIITA,ANKRD44,FAXDC2,TMEM123,ANKRD37,ZNF98,WWTR1,SPI1,PAICS,GLUL,LOC613266,LOC105373335,QDPR,CD38,LTC4S,GPR149
166,F13A1,SLC2A3,HDAC2-AS2,HYCC1,C8orf34,PTN,ST6GAL1,PRUNE2,DBNDD2,SLC25A13,ENG,SLC4A4,HES1,CNP,LUCAT1,LINC02263,LINC01608,CTSZ,OAF,TFRC,LINC03048,SLC16A1,IL1B,ITM2A
167,HEYL,DDX60L,KIAA1217,DLEU1,EMC10,F11-AS1,TTN,TMTC2,LRP4-AS1,HIF1A-AS3,BLNK,LRP4-AS1,LINC00499,LINC01470,CIITA,CLDND1,ANOS1,SAMD4A,PIP4K2A,NRXN1-DT,EMC10,SOX6,ENTREP1,RUBCNL
168,LINC02328,PSTPIP2,SST,LINC01931,ATP10A,NDUFA4L2,TMEM123,H2AC6,USP53,MT3,GALNTL6,BMP2K,GPR183,DISP1,XRCC4,LINC03048,PAMR1,ABCC4,PDE3A,ITGB2,LOC101927026,RGCC,LY96,LINC02328
169,LOC124903183,GADD45B,GLIS3,PLEKHH2,CMTM7,PDE1C,H2BC18,TGM2,LOC100506474,DBNDD2,XYLT1,MYO10,FAXDC2,PLP1,BHLHE41,PTCHD4,DIPK1C,DIPK1C,ADAM28,PGM5,CYP19A1,LOC105373335,IRAG1,NOSTRIN
170,SPATA22,KMO,SUCLG2-DT,FAXDC2,TPD52L1,NLRP1,LINC00320,JUNB,LURAP1L-AS1,NCKAP1L,GPR34,ALPK1,NR2F2-AS1,HBA2,SRGAP2B,CD4,AXL,MBNL3,DDX60L,PITPNC1,ADAMTS6,DENND3,LMNTD1,NPY
171,ARHGAP6,ST6GAL1,ELMO1-AS1,A2M,ERBIN,PRKCQ,HS3ST5,PREX1,TFRC,DISC1FP1,TMEM123,LINC01630,DISC1FP1,CHRM2,LINC00511,AOAH,HSPA2,CST3,IER3,FERMT1,PAICS,CMTM7,SIGLEC9,DOCK1
172,ID1,FGF13,LOC101927026,PLD1,RGS5,EBF1,CMTM7,SLC25A13,IRAG1,AKR1C2,PLEKHG3,LINC01317,KIF6,ADCY7,LOC101927745,VEGFA,SAT1,ATP10B,CARNS1,CMTM7,ADAMTSL1,WDR49,HSPA6,SLC16A9
173,UACA,GLUL,F13A1,CHRM5,STK33,AGT,SRGAP2,STON2,TTN,PLPP4,OBI1-AS1,PPP1R3C,SPI1,VCAN-AS1,CTXND1,GLI3,GCNT2,RAMP2,EPSTI1,PTN,SPI1,BOK,HLA-DMB,MBNL3
174,LPAR6,IPO9-AS1,VIT,CBR1,LMNTD1,RGS5,PLP1,MKRN3,SST,PIP4K2A,PROX1-AS1,LOC102546299,C8orf34,LINC01411,UTRN,PLEKHG3,CP,NPL,PDE1C,ATP8B4,BMP2K,BMP2K,ALOX5,NEK3
175,CD9,GRIK1,ADAM28,ZBTB20-AS5,SEMA6A,BHLHE41,HISLA,LINC02649,LOC101927745,ZBTB20-AS5,CCN1,BCAN,HAPLN2,ARHGAP24,RAMP2,MIR4300HG,DISC1FP1,ITGA8,SLC16A9,ATP1B2,HILPDA,AOAH,FENDRR,CMTM7
176,FAM149A,CCL4,SLC11A1,FGD4,MT3,FTL,CTSC,MYO1F,ZNF804B,KIAA1217,LINC01470,TRPM3,SLC2A9,ALK,EDNRA,LOC105377448,FAM222A-AS1,C21orf91,F3,RASSF2,MTUS1,APOC1,RCSD1,HDAC2-AS2
177,LOC101927560,HLA-DMB,DPP10,SP100,LOC101927745,CIITA,CTSZ,BCAN,LINC00499,EMC10,PLSCR1,HYCC1,PLP1,CEMIP,NEDD9,SOCS6,C4orf19,ADAM28,MBNL3,CD36,BCHE,TFRC,MEIS1,FAM20A
178,VCAN-AS1,CCL4L2,LOC105373335,TMEM235,DLC1,LINC00278,ENTPD1,BMP7,ENTPD1,SEMA5A,LDLRAD3,NR2F2-AS1,EDA,CTSC,LINC00499,MGAM,SH3BP4,HIF3A,PLCH1,PARP14,EPSTI1,HPGDS,MIR3681HG,C4orf19
179,CHRM2,LINC02263,LYVE1,RAD51B,TGFBR1,SCHLAP1,LINC02649,LINC01470,LINC01482,USP53,SST,ACSS3,MIR646HG,FAM20A,DENND3,MYO1F,LOC102546299,PDE1C,CIITA,MAN2A1,GRIN3A,TRIM56,F13A1,LINC02240
180,BMP2K,LINC02008,LINC02232,LOC105376244,PALD1,KLRF1,GNA14,LAMA4,ELOVL7,SEMA3E,CHRNA7,SOX10,DPP10-AS3,PRR18,CTSB,LINC01630,BTG2,CT69,ST6GALNAC3,RHOU,DLC1,MCTP2,NPY,NAMPT
181,DPYD-AS1,LINC01877,HES5,CT69,LPAR1,KYNU,PCSK6,NPY,SULF2,RERG,LOC101928516,ZBTB20-AS5,H2BC18,EMP2,THSD7B,NEK3,TMEM176B,LINC01876,PLEKHA7,SPON1,CD55,SLC14A1,CD34,PLP1
